year,month,day,decimal,average,ndays,1_year_ago,10_years_ago,increase_since_1800
1986.0,6.0,15.0,1986.4534,350.12,2.0,348.67,334.11,67.78
1986.0,6.0,22.0,1986.4726,349.6,6.0,348.06,334.12,67.57
1986.0,6.0,29.0,1986.4918,349.14,5.0,347.47,,67.46
1986.0,7.0,6.0,1986.511,348.89,4.0,347.35,333.55,67.61
1986.0,7.0,13.0,1986.5301,347.71,5.0,347.11,333.55,66.85
1986.0,7.0,20.0,1986.5493,347.95,4.0,346.78,332.49,67.56
1986.0,7.0,27.0,1986.5685,347.82,3.0,346.12,332.12,67.93
1986.0,8.0,3.0,1986.5877,346.81,5.0,345.51,331.69,67.44
1986.0,8.0,10.0,1986.6068,346.28,5.0,344.35,330.68,67.44
1986.0,8.0,17.0,1986.626,345.76,4.0,344.7,330.4,67.44
1986.0,8.0,24.0,1986.6452,345.74,4.0,345.25,330.19,67.9
1986.0,8.0,31.0,1986.6644,345.33,3.0,344.17,330.43,67.93
1986.0,9.0,7.0,1986.6836,345.74,1.0,343.95,329.7,68.7
1986.0,9.0,14.0,1986.7027,346.06,4.0,343.74,329.13,69.29
1986.0,9.0,21.0,1986.7219,344.75,6.0,342.49,328.26,68.15
1986.0,9.0,28.0,1986.7411,345.16,7.0,342.46,328.35,68.61
1986.0,10.0,5.0,1986.7603,344.46,7.0,342.97,328.6,67.87
1986.0,10.0,12.0,1986.7795,344.66,6.0,343.14,328.4,67.94
1986.0,10.0,19.0,1986.7986,344.75,5.0,343.56,329.13,67.83
1986.0,10.0,26.0,1986.8178,345.55,5.0,343.96,328.9,68.36
1986.0,11.0,2.0,1986.837,345.75,5.0,343.95,329.4,68.27
1986.0,11.0,9.0,1986.8562,346.27,5.0,344.43,330.41,68.48
1986.0,11.0,16.0,1986.8753,346.22,3.0,344.99,330.2,68.12
1986.0,11.0,23.0,1986.8945,346.55,7.0,345.61,330.56,68.15
1986.0,11.0,30.0,1986.9137,347.38,7.0,345.49,330.69,68.7
1986.0,12.0,7.0,1986.9329,347.32,7.0,345.76,331.19,68.37
1986.0,12.0,14.0,1986.9521,347.36,5.0,346.48,332.1,68.16
1986.0,12.0,21.0,1986.9712,347.49,3.0,346.23,331.81,68.07
1986.0,12.0,28.0,1986.9904,347.84,6.0,346.78,332.39,68.22
1987.0,1.0,4.0,1987.0096,348.3,5.0,346.87,332.38,68.45
1987.0,1.0,11.0,1987.0288,349.04,7.0,346.65,332.55,69.0
1987.0,1.0,18.0,1987.0479,348.82,7.0,346.96,332.98,68.62
1987.0,1.0,25.0,1987.0671,348.81,3.0,346.73,332.9,68.46
1987.0,2.0,1.0,1987.0863,348.65,7.0,347.06,333.1,68.16
1987.0,2.0,8.0,1987.1055,348.42,7.0,347.47,333.23,67.81
1987.0,2.0,15.0,1987.1247,349.13,5.0,347.64,333.09,68.39
1987.0,2.0,22.0,1987.1438,349.61,6.0,347.71,333.32,68.73
1987.0,3.0,1.0,1987.163,349.2,6.0,347.27,334.54,68.17
1987.0,3.0,8.0,1987.1822,349.37,5.0,347.15,334.32,68.16
1987.0,3.0,15.0,1987.2014,350.11,3.0,348.08,335.36,68.67
1987.0,3.0,22.0,1987.2205,350.49,5.0,349.54,335.2,68.8
1987.0,3.0,29.0,1987.2397,351.19,5.0,349.03,335.25,69.23
1987.0,4.0,5.0,1987.2589,350.84,6.0,349.74,336.01,68.6
1987.0,4.0,12.0,1987.2781,351.17,5.0,349.58,335.97,68.65
1987.0,4.0,19.0,1987.2973,351.72,7.0,350.03,336.24,68.96
1987.0,4.0,26.0,1987.3164,351.81,7.0,350.76,336.73,68.85
1987.0,5.0,3.0,1987.3356,352.21,5.0,350.49,337.08,69.13
1987.0,5.0,10.0,1987.3548,352.13,7.0,350.75,336.73,69.0
1987.0,5.0,17.0,1987.374,352.11,7.0,350.69,337.11,69.0
1987.0,5.0,24.0,1987.3932,352.29,6.0,350.16,336.92,69.29
1987.0,5.0,31.0,1987.4123,352.2,7.0,350.43,336.51,69.37
1987.0,6.0,7.0,1987.4315,351.8,5.0,350.26,336.21,69.21
1987.0,6.0,14.0,1987.4507,351.42,6.0,350.05,335.89,69.11
1987.0,6.0,21.0,1987.4699,351.31,4.0,349.76,336.37,69.34
1987.0,6.0,28.0,1987.489,350.67,4.0,349.2,335.73,69.05
1987.0,7.0,5.0,1987.5082,350.84,5.0,348.89,335.38,69.62
1987.0,7.0,12.0,1987.5274,349.79,3.0,347.71,335.19,68.99
1987.0,7.0,19.0,1987.5466,350.24,4.0,347.89,334.36,69.89
1987.0,7.0,26.0,1987.5658,349.77,3.0,347.9,334.07,69.91
1987.0,8.0,2.0,1987.5849,348.0,3.0,346.82,333.21,68.65
1987.0,8.0,9.0,1987.6041,348.87,3.0,346.37,332.52,70.04
1987.0,8.0,16.0,1987.6233,348.36,3.0,345.76,332.81,70.04
1987.0,8.0,23.0,1987.6425,347.92,4.0,345.88,332.04,70.08
1987.0,8.0,30.0,1987.6616,346.95,4.0,345.6,332.14,69.56
1987.0,9.0,6.0,1987.6808,346.7,4.0,345.07,331.17,69.68
1987.0,9.0,13.0,1987.7,346.96,6.0,346.06,331.47,70.21
1987.0,9.0,20.0,1987.7192,345.9,6.0,344.77,330.84,69.34
1987.0,9.0,27.0,1987.7384,346.36,7.0,345.17,330.93,69.86
1987.0,10.0,4.0,1987.7575,346.5,4.0,344.45,330.94,69.96
1987.0,10.0,11.0,1987.7767,346.7,2.0,344.67,331.52,70.03
1987.0,10.0,18.0,1987.7959,347.1,6.0,344.81,331.14,70.22
1987.0,10.0,25.0,1987.8151,347.03,7.0,345.27,331.51,69.88
1987.0,11.0,1.0,1987.8342,347.46,5.0,345.78,331.91,70.02
1987.0,11.0,8.0,1987.8534,347.64,6.0,346.2,332.2,69.88
1987.0,11.0,15.0,1987.8726,348.19,5.0,346.2,332.49,70.12
1987.0,11.0,22.0,1987.8918,348.84,6.0,346.5,333.13,70.47
1987.0,11.0,29.0,1987.911,348.88,5.0,347.26,332.76,70.22
1987.0,12.0,6.0,1987.9301,348.86,6.0,347.38,333.34,69.94
1987.0,12.0,13.0,1987.9493,349.36,6.0,347.35,333.46,70.19
1987.0,12.0,20.0,1987.9685,349.5,7.0,347.47,334.02,70.09
1987.0,12.0,27.0,1987.9877,349.88,6.0,347.76,334.09,70.26
1988.0,1.0,3.0,1988.0068,350.26,7.0,348.15,334.79,70.5
1988.0,1.0,10.0,1988.026,350.41,6.0,349.05,334.63,70.46
1988.0,1.0,17.0,1988.0451,350.66,6.0,348.9,334.93,70.53
1988.0,1.0,24.0,1988.0642,350.83,3.0,348.75,335.51,70.53
1988.0,1.0,31.0,1988.0833,351.78,4.0,348.63,335.21,71.33
1988.0,2.0,7.0,1988.1025,351.23,4.0,348.39,334.82,70.62
1988.0,2.0,14.0,1988.1216,351.28,7.0,349.13,335.46,70.53
1988.0,2.0,21.0,1988.1407,352.23,6.0,349.58,335.34,71.32
1988.0,2.0,28.0,1988.1598,353.15,7.0,349.13,336.12,72.07
1988.0,3.0,6.0,1988.179,352.51,6.0,349.38,336.1,71.22
1988.0,3.0,13.0,1988.1981,352.06,6.0,349.86,336.79,70.55
1988.0,3.0,20.0,1988.2172,351.84,5.0,350.31,337.0,70.08
1988.0,3.0,27.0,1988.2363,353.04,5.0,351.23,337.34,71.01
1988.0,4.0,3.0,1988.2555,353.31,6.0,350.85,337.19,70.99
1988.0,4.0,10.0,1988.2746,353.44,7.0,351.0,337.99,70.85
1988.0,4.0,17.0,1988.2937,353.62,7.0,351.74,337.59,70.78
1988.0,4.0,24.0,1988.3128,354.54,5.0,351.8,338.01,71.51
1988.0,5.0,1.0,1988.332,354.06,6.0,351.98,338.26,70.89
1988.0,5.0,8.0,1988.3511,354.33,7.0,352.17,338.05,71.09
1988.0,5.0,15.0,1988.3702,354.32,6.0,352.13,337.81,71.11
1988.0,5.0,22.0,1988.3893,354.8,6.0,352.35,337.86,71.69
1988.0,5.0,29.0,1988.4085,354.08,5.0,352.14,338.54,71.15
1988.0,6.0,5.0,1988.4276,354.43,7.0,351.94,338.19,71.74
1988.0,6.0,12.0,1988.4467,353.86,6.0,351.44,338.12,71.48
1988.0,6.0,19.0,1988.4658,353.46,7.0,351.33,337.57,71.42
1988.0,6.0,26.0,1988.485,353.43,7.0,350.79,337.48,71.77
1988.0,7.0,3.0,1988.5041,352.95,6.0,350.84,336.69,71.7
1988.0,7.0,10.0,1988.5232,353.11,5.0,350.05,336.84,72.29
1988.0,7.0,17.0,1988.5423,353.02,6.0,350.22,336.17,72.66
1988.0,7.0,24.0,1988.5615,352.1,7.0,350.08,335.8,72.23
1988.0,7.0,31.0,1988.5806,350.98,5.0,348.33,335.3,71.6
1988.0,8.0,7.0,1988.5997,350.91,7.0,348.95,334.63,72.04
1988.0,8.0,14.0,1988.6189,350.23,5.0,348.59,334.57,71.87
1988.0,8.0,21.0,1988.638,350.26,6.0,347.94,334.2,72.38
1988.0,8.0,28.0,1988.6571,349.61,6.0,346.82,333.78,72.17
1988.0,9.0,4.0,1988.6762,348.92,7.0,346.79,332.5,71.85
1988.0,9.0,11.0,1988.6954,349.2,6.0,346.91,331.91,72.44
1988.0,9.0,18.0,1988.7145,348.9,6.0,346.09,331.91,72.33
1988.0,9.0,25.0,1988.7336,348.85,6.0,346.42,332.73,72.37
1988.0,10.0,2.0,1988.7527,349.2,5.0,346.42,332.2,72.71
1988.0,10.0,9.0,1988.7719,348.95,6.0,346.53,331.98,72.35
1988.0,10.0,16.0,1988.791,349.54,7.0,346.97,332.75,72.76
1988.0,10.0,23.0,1988.8101,349.69,5.0,347.0,332.82,72.66
1988.0,10.0,30.0,1988.8292,350.02,6.0,347.35,333.22,72.69
1988.0,11.0,6.0,1988.8484,350.1,5.0,347.69,333.57,72.46
1988.0,11.0,13.0,1988.8675,350.38,5.0,348.09,333.62,72.43
1988.0,11.0,20.0,1988.8866,350.78,7.0,348.79,334.2,72.53
1988.0,11.0,27.0,1988.9057,350.83,7.0,348.89,334.16,72.28
1988.0,12.0,4.0,1988.9249,351.12,6.0,348.8,334.49,72.31
1988.0,12.0,11.0,1988.944,351.65,7.0,349.32,334.94,72.59
1988.0,12.0,18.0,1988.9631,351.78,6.0,349.49,335.32,72.49
1988.0,12.0,25.0,1988.9822,352.27,6.0,349.8,335.14,72.77
1989.0,1.0,1.0,1989.0014,352.67,7.0,350.21,335.18,72.93
1989.0,1.0,8.0,1989.0205,353.29,7.0,350.42,335.67,73.33
1989.0,1.0,15.0,1989.0397,353.17,5.0,350.64,336.67,73.03
1989.0,1.0,22.0,1989.0589,352.82,6.0,350.79,336.94,72.51
1989.0,1.0,29.0,1989.0781,353.47,7.0,351.79,336.93,73.02
1989.0,2.0,5.0,1989.0973,352.96,7.0,351.2,336.6,72.37
1989.0,2.0,12.0,1989.1164,353.48,6.0,351.33,336.56,72.76
1989.0,2.0,19.0,1989.1356,353.76,5.0,351.94,336.77,72.9
1989.0,2.0,26.0,1989.1548,353.91,7.0,353.14,337.05,72.89
1989.0,3.0,5.0,1989.174,353.77,7.0,352.73,337.96,72.57
1989.0,3.0,12.0,1989.1932,353.71,6.0,351.98,338.1,72.3
1989.0,3.0,19.0,1989.2123,354.19,6.0,351.68,338.88,72.53
1989.0,3.0,26.0,1989.2315,354.85,7.0,352.89,338.87,72.91
1989.0,4.0,2.0,1989.2507,354.81,7.0,353.31,337.96,72.58
1989.0,4.0,9.0,1989.2699,355.51,6.0,353.49,338.62,72.99
1989.0,4.0,16.0,1989.289,356.15,6.0,353.49,338.84,73.37
1989.0,4.0,23.0,1989.3082,356.39,7.0,354.35,339.5,73.39
1989.0,4.0,30.0,1989.3274,355.83,7.0,354.17,339.39,72.67
1989.0,5.0,7.0,1989.3466,355.67,5.0,354.32,338.48,72.42
1989.0,5.0,14.0,1989.3658,356.18,6.0,354.22,339.32,72.93
1989.0,5.0,21.0,1989.3849,356.06,6.0,354.81,339.3,72.88
1989.0,5.0,28.0,1989.4041,356.21,7.0,354.25,339.91,73.19
1989.0,6.0,4.0,1989.4233,355.64,4.0,354.37,339.6,72.84
1989.0,6.0,11.0,1989.4425,355.53,7.0,353.98,338.87,73.02
1989.0,6.0,18.0,1989.4616,355.05,7.0,353.52,339.22,72.87
1989.0,6.0,25.0,1989.4808,355.08,6.0,353.37,338.72,73.27
1989.0,7.0,2.0,1989.5,354.77,5.0,353.16,338.08,73.38
1989.0,7.0,9.0,1989.5192,354.48,7.0,352.96,337.67,73.54
1989.0,7.0,16.0,1989.5384,353.62,6.0,353.1,337.85,73.16
1989.0,7.0,23.0,1989.5575,353.33,6.0,352.17,336.52,73.36
1989.0,7.0,30.0,1989.5767,353.3,6.0,351.39,336.92,73.85
1989.0,8.0,6.0,1989.5959,352.69,5.0,350.83,336.39,73.76
1989.0,8.0,13.0,1989.6151,352.01,5.0,350.38,336.06,73.61
1989.0,8.0,20.0,1989.6342,350.74,7.0,350.43,334.6,72.83
1989.0,8.0,27.0,1989.6534,350.8,4.0,349.57,334.99,73.34
1989.0,9.0,3.0,1989.6726,351.03,7.0,348.96,333.74,73.95
1989.0,9.0,10.0,1989.6918,349.44,5.0,349.19,334.28,72.65
1989.0,9.0,17.0,1989.711,349.63,7.0,348.91,333.49,73.05
1989.0,9.0,24.0,1989.7301,349.98,4.0,348.69,333.81,73.49
1989.0,10.0,1.0,1989.7493,350.49,3.0,349.27,334.19,73.99
1989.0,10.0,8.0,1989.7685,349.94,7.0,349.02,334.29,73.36
1989.0,10.0,15.0,1989.7877,350.41,7.0,349.41,334.07,73.65
1989.0,10.0,22.0,1989.8068,350.78,5.0,349.72,334.44,73.79
1989.0,10.0,29.0,1989.826,350.52,6.0,349.96,334.63,73.26
1989.0,11.0,5.0,1989.8452,351.39,7.0,350.1,334.76,73.84
1989.0,11.0,12.0,1989.8644,351.71,5.0,350.34,335.56,73.86
1989.0,11.0,19.0,1989.8836,351.9,7.0,350.71,335.78,73.76
1989.0,11.0,26.0,1989.9027,352.11,7.0,350.91,335.9,73.68
1989.0,12.0,3.0,1989.9219,352.36,6.0,351.06,336.46,73.64
1989.0,12.0,10.0,1989.9411,353.14,7.0,351.51,336.72,74.15
1989.0,12.0,17.0,1989.9603,352.95,7.0,351.81,337.16,73.71
1989.0,12.0,24.0,1989.9795,353.03,5.0,351.98,337.2,73.54
1989.0,12.0,31.0,1989.9986,353.73,4.0,352.74,337.53,73.99
1990.0,1.0,7.0,1990.0178,353.59,6.0,353.32,337.49,73.66
1990.0,1.0,14.0,1990.037,353.99,7.0,353.13,337.78,73.88
1990.0,1.0,21.0,1990.0562,353.92,4.0,352.84,338.65,73.65
1990.0,1.0,28.0,1990.0753,354.39,7.0,353.47,337.93,73.96
1990.0,2.0,4.0,1990.0945,355.04,7.0,353.04,338.22,74.46
1990.0,2.0,11.0,1990.1137,355.09,7.0,353.38,338.43,74.36
1990.0,2.0,18.0,1990.1329,355.42,7.0,353.59,338.26,74.55
1990.0,2.0,25.0,1990.1521,355.18,6.0,354.07,339.23,74.15
1990.0,3.0,4.0,1990.1712,355.59,6.0,353.59,339.12,74.38
1990.0,3.0,11.0,1990.1904,355.79,6.0,353.75,339.93,74.38
1990.0,3.0,18.0,1990.2096,355.54,6.0,354.17,339.77,73.9
1990.0,3.0,25.0,1990.2288,356.13,7.0,354.75,340.95,74.24
1990.0,4.0,1.0,1990.2479,356.27,7.0,354.81,340.52,74.11
1990.0,4.0,8.0,1990.2671,356.17,6.0,355.36,340.81,73.75
1990.0,4.0,15.0,1990.2863,356.23,7.0,356.0,341.03,73.54
1990.0,4.0,22.0,1990.3055,356.87,6.0,356.42,341.14,73.96
1990.0,4.0,29.0,1990.3247,356.96,6.0,355.95,341.42,73.88
1990.0,5.0,6.0,1990.3438,357.7,6.0,355.55,341.21,74.51
1990.0,5.0,13.0,1990.363,357.25,7.0,356.25,341.82,74.03
1990.0,5.0,20.0,1990.3822,357.33,6.0,356.09,341.13,74.15
1990.0,5.0,27.0,1990.4014,357.38,7.0,356.14,341.54,74.34
1990.0,6.0,3.0,1990.4205,356.98,7.0,355.96,341.58,74.14
1990.0,6.0,10.0,1990.4397,356.25,7.0,355.34,341.74,73.68
1990.0,6.0,17.0,1990.4589,356.18,7.0,355.21,341.22,73.94
1990.0,6.0,24.0,1990.4781,355.79,6.0,355.15,340.8,73.94
1990.0,7.0,1.0,1990.4973,356.22,7.0,354.7,340.45,74.78
1990.0,7.0,8.0,1990.5164,354.99,7.0,354.66,339.88,74.01
1990.0,7.0,15.0,1990.5356,354.29,7.0,353.74,339.26,73.79
1990.0,7.0,22.0,1990.5548,354.37,6.0,353.31,338.81,74.37
1990.0,7.0,29.0,1990.574,353.99,6.0,353.3,338.5,74.51
1990.0,8.0,5.0,1990.5932,353.17,4.0,352.79,337.2,74.21
1990.0,8.0,12.0,1990.6123,353.46,6.0,352.01,337.78,75.02
1990.0,8.0,19.0,1990.6315,353.08,4.0,350.76,338.36,75.13
1990.0,8.0,26.0,1990.6507,351.8,6.0,350.72,337.2,74.3
1990.0,9.0,2.0,1990.6699,351.16,7.0,351.2,336.73,74.05
1990.0,9.0,9.0,1990.689,350.86,4.0,349.52,336.26,74.06
1990.0,9.0,16.0,1990.7082,351.75,7.0,349.62,336.18,75.17
1990.0,9.0,23.0,1990.7274,351.46,7.0,349.88,335.88,74.99
1990.0,9.0,30.0,1990.7466,351.4,6.0,350.49,335.59,74.94
1990.0,10.0,7.0,1990.7658,351.54,7.0,349.94,335.76,75.0
1990.0,10.0,14.0,1990.7849,351.57,5.0,350.35,336.12,74.85
1990.0,10.0,21.0,1990.8041,351.73,7.0,350.69,336.53,74.77
1990.0,10.0,28.0,1990.8233,352.4,6.0,350.56,336.66,75.15
1990.0,11.0,4.0,1990.8425,352.71,7.0,351.37,337.0,75.16
1990.0,11.0,11.0,1990.8616,353.14,6.0,351.59,337.47,75.27
1990.0,11.0,18.0,1990.8808,353.45,5.0,351.96,337.27,75.26
1990.0,11.0,25.0,1990.9,353.69,5.0,351.99,337.67,75.2
1990.0,12.0,2.0,1990.9192,353.9,7.0,352.41,337.8,75.13
1990.0,12.0,9.0,1990.9384,354.47,4.0,353.03,338.19,75.44
1990.0,12.0,16.0,1990.9575,354.34,7.0,353.02,338.43,75.07
1990.0,12.0,23.0,1990.9767,354.83,7.0,352.95,338.54,75.34
1990.0,12.0,30.0,1990.9959,354.8,7.0,353.71,338.53,75.1
1991.0,1.0,6.0,1991.0151,354.59,6.0,353.66,339.27,74.72
1991.0,1.0,13.0,1991.0342,355.02,6.0,353.9,339.36,74.98
1991.0,1.0,20.0,1991.0534,354.94,7.0,353.96,339.48,74.74
1991.0,1.0,27.0,1991.0726,355.6,6.0,354.27,339.71,75.25
1991.0,2.0,3.0,1991.0918,355.33,7.0,355.01,340.03,74.82
1991.0,2.0,10.0,1991.111,355.89,6.0,355.15,340.74,75.22
1991.0,2.0,17.0,1991.1301,356.55,6.0,355.36,340.2,75.71
1991.0,2.0,24.0,1991.1493,355.84,7.0,355.08,341.52,74.82
1991.0,3.0,3.0,1991.1685,357.19,6.0,355.66,341.16,75.99
1991.0,3.0,10.0,1991.1877,357.77,7.0,355.55,340.92,76.35
1991.0,3.0,17.0,1991.2068,357.27,7.0,355.67,341.73,75.61
1991.0,3.0,24.0,1991.226,357.49,7.0,356.23,342.47,75.58
1991.0,3.0,31.0,1991.2452,358.46,7.0,356.17,342.27,76.29
1991.0,4.0,7.0,1991.2644,358.07,7.0,356.18,342.68,75.63
1991.0,4.0,14.0,1991.2836,358.75,7.0,356.14,342.95,76.06
1991.0,4.0,21.0,1991.3027,359.36,7.0,357.0,342.5,76.47
1991.0,4.0,28.0,1991.3219,359.29,7.0,356.7,342.9,76.23
1991.0,5.0,5.0,1991.3411,358.97,7.0,357.68,343.01,75.8
1991.0,5.0,12.0,1991.3603,359.45,7.0,357.29,343.06,76.25
1991.0,5.0,19.0,1991.3795,359.76,5.0,357.31,342.91,76.61
1991.0,5.0,26.0,1991.3986,358.84,7.0,357.38,343.02,75.8
1991.0,6.0,2.0,1991.4178,358.38,7.0,357.1,342.89,75.54
1991.0,6.0,9.0,1991.437,358.55,7.0,356.31,342.8,75.98
1991.0,6.0,16.0,1991.4562,358.17,6.0,356.23,342.44,75.91
1991.0,6.0,23.0,1991.4753,357.9,7.0,355.79,342.16,76.01
1991.0,6.0,30.0,1991.4945,357.32,7.0,356.3,341.52,75.84
1991.0,7.0,7.0,1991.5137,356.77,4.0,355.28,341.3,75.74
1991.0,7.0,14.0,1991.5329,356.23,7.0,354.14,340.33,75.68
1991.0,7.0,21.0,1991.5521,355.26,5.0,354.29,340.72,75.2
1991.0,7.0,28.0,1991.5712,355.55,3.0,354.18,340.11,76.01
1991.0,8.0,4.0,1991.5904,354.59,6.0,353.69,339.28,75.58
1991.0,8.0,11.0,1991.6096,354.4,6.0,353.16,338.87,75.9
1991.0,8.0,18.0,1991.6288,353.22,6.0,353.28,338.37,75.22
1991.0,8.0,25.0,1991.6479,353.11,6.0,352.02,337.19,75.57
1991.0,9.0,1.0,1991.6671,353.13,6.0,351.15,337.55,75.99
1991.0,9.0,8.0,1991.6863,352.6,6.0,350.78,337.13,75.78
1991.0,9.0,15.0,1991.7055,351.95,6.0,351.73,336.97,75.36
1991.0,9.0,22.0,1991.7247,351.96,7.0,351.55,336.69,75.5
1991.0,9.0,29.0,1991.7438,351.73,7.0,351.39,336.17,75.29
1991.0,10.0,6.0,1991.763,352.14,6.0,351.55,336.79,75.62
1991.0,10.0,13.0,1991.7822,352.6,6.0,351.42,337.06,75.91
1991.0,10.0,20.0,1991.8014,352.77,7.0,351.76,337.14,75.84
1991.0,10.0,27.0,1991.8205,353.02,5.0,352.33,337.82,75.79
1991.0,11.0,3.0,1991.8397,353.84,6.0,352.62,338.21,76.29
1991.0,11.0,10.0,1991.8589,353.8,7.0,353.1,338.26,75.92
1991.0,11.0,17.0,1991.8781,353.92,7.0,353.38,338.54,75.71
1991.0,11.0,24.0,1991.8973,354.19,6.0,353.67,339.23,75.68
1991.0,12.0,1.0,1991.9164,354.66,6.0,353.92,339.66,75.86
1991.0,12.0,8.0,1991.9356,354.99,7.0,354.44,339.71,75.94
1991.0,12.0,15.0,1991.9548,355.23,7.0,354.25,339.84,75.95
1991.0,12.0,22.0,1991.974,355.59,7.0,354.64,340.15,76.11
1991.0,12.0,29.0,1991.9932,356.55,7.0,355.0,340.39,76.87
1992.0,1.0,5.0,1992.0123,356.2,7.0,354.45,340.6,76.34
1992.0,1.0,12.0,1992.0314,356.34,7.0,355.01,340.76,76.31
1992.0,1.0,19.0,1992.0505,356.39,7.0,355.03,340.85,76.2
1992.0,1.0,26.0,1992.0697,356.18,7.0,355.55,341.69,75.83
1992.0,2.0,2.0,1992.0888,356.98,7.0,355.3,341.9,76.48
1992.0,2.0,9.0,1992.1079,357.23,7.0,355.73,341.36,76.57
1992.0,2.0,16.0,1992.127,357.39,5.0,356.56,341.64,76.55
1992.0,2.0,23.0,1992.1462,357.36,7.0,355.75,342.14,76.34
1992.0,3.0,1.0,1992.1653,356.72,6.0,357.06,342.64,75.5
1992.0,3.0,8.0,1992.1844,357.98,6.0,357.7,342.44,76.53
1992.0,3.0,15.0,1992.2036,358.41,5.0,357.38,342.84,76.72
1992.0,3.0,22.0,1992.2227,358.88,5.0,357.42,342.83,76.93
1992.0,3.0,29.0,1992.2418,358.08,5.0,358.35,343.57,75.86
1992.0,4.0,5.0,1992.2609,359.27,7.0,358.17,343.33,76.79
1992.0,4.0,12.0,1992.2801,359.27,6.0,358.49,,76.55
1992.0,4.0,19.0,1992.2992,359.77,6.0,359.48,,76.83
1992.0,4.0,26.0,1992.3183,359.38,6.0,359.24,345.02,76.28
1992.0,5.0,3.0,1992.3374,359.81,7.0,359.04,344.43,76.6
1992.0,5.0,10.0,1992.3566,359.06,6.0,359.28,344.9,75.81
1992.0,5.0,17.0,1992.3757,359.26,6.0,359.76,344.79,76.04
1992.0,5.0,24.0,1992.3948,360.52,5.0,358.84,345.0,77.41
1992.0,5.0,31.0,1992.4139,360.57,7.0,358.42,344.2,77.65
1992.0,6.0,7.0,1992.4331,359.87,7.0,358.59,344.03,77.2
1992.0,6.0,14.0,1992.4522,358.98,7.0,358.19,344.17,76.63
1992.0,6.0,21.0,1992.4713,358.75,7.0,358.03,343.51,76.76
1992.0,6.0,28.0,1992.4904,358.87,7.0,357.4,343.23,77.31
1992.0,7.0,5.0,1992.5096,357.78,5.0,356.74,342.99,76.67
1992.0,7.0,12.0,1992.5287,357.03,6.0,356.32,342.29,76.41
1992.0,7.0,19.0,1992.5478,356.62,4.0,355.33,342.13,76.51
1992.0,7.0,26.0,1992.5669,355.71,7.0,355.5,341.64,76.12
1992.0,8.0,2.0,1992.5861,355.23,7.0,354.66,341.17,76.16
1992.0,8.0,9.0,1992.6052,355.73,6.0,354.38,340.65,77.19
1992.0,8.0,16.0,1992.6243,355.44,3.0,353.2,340.52,77.39
1992.0,8.0,23.0,1992.6434,354.44,5.0,353.12,339.18,76.85
1992.0,8.0,30.0,1992.6626,353.0,5.0,353.23,338.95,75.81
1992.0,9.0,6.0,1992.6817,354.18,6.0,352.68,338.82,77.33
1992.0,9.0,13.0,1992.7008,352.96,7.0,351.98,339.09,76.35
1992.0,9.0,20.0,1992.7199,352.49,5.0,351.93,337.4,76.03
1992.0,9.0,27.0,1992.7391,352.94,6.0,351.77,337.62,76.53
1992.0,10.0,4.0,1992.7582,353.32,6.0,352.1,338.08,76.86
1992.0,10.0,11.0,1992.7773,353.67,7.0,352.53,338.01,77.07
1992.0,10.0,18.0,1992.7964,353.28,7.0,352.69,338.32,76.47
1992.0,10.0,25.0,1992.8156,353.26,7.0,352.97,339.43,76.18
1992.0,11.0,1.0,1992.8347,354.35,7.0,353.78,338.93,76.96
1992.0,11.0,8.0,1992.8538,354.04,7.0,353.8,339.21,76.33
1992.0,11.0,15.0,1992.873,354.25,7.0,353.88,339.52,76.21
1992.0,11.0,22.0,1992.8921,354.82,6.0,354.11,340.13,76.45
1992.0,11.0,29.0,1992.9112,354.94,7.0,354.63,339.82,76.27
1992.0,12.0,6.0,1992.9303,355.39,7.0,354.97,340.47,76.44
1992.0,12.0,13.0,1992.9495,355.55,7.0,355.2,340.79,76.36
1992.0,12.0,20.0,1992.9686,356.11,7.0,355.5,341.3,76.68
1992.0,12.0,27.0,1992.9877,356.4,7.0,356.41,341.19,76.77
1993.0,1.0,3.0,1993.0068,357.05,5.0,356.16,341.58,77.27
1993.0,1.0,10.0,1993.026,357.32,7.0,356.4,341.97,77.36
1993.0,1.0,17.0,1993.0452,356.96,7.0,356.39,341.32,76.81
1993.0,1.0,24.0,1993.0644,357.15,6.0,356.15,341.61,76.82
1993.0,1.0,31.0,1993.0836,357.38,7.0,356.87,342.1,76.86
1993.0,2.0,7.0,1993.1027,357.09,7.0,357.29,342.72,76.38
1993.0,2.0,14.0,1993.1219,357.27,7.0,357.31,342.9,76.36
1993.0,2.0,21.0,1993.1411,357.9,7.0,357.57,343.02,76.78
1993.0,2.0,28.0,1993.1603,358.68,6.0,356.47,342.59,77.36
1993.0,3.0,7.0,1993.1795,358.43,7.0,357.93,342.46,76.89
1993.0,3.0,14.0,1993.1986,358.79,7.0,358.48,343.7,77.03
1993.0,3.0,21.0,1993.2178,357.95,7.0,358.52,344.74,75.97
1993.0,3.0,28.0,1993.237,359.31,7.0,358.25,344.11,77.11
1993.0,4.0,4.0,1993.2562,358.95,6.0,359.24,344.89,76.52
1993.0,4.0,11.0,1993.2753,359.22,5.0,359.09,345.2,76.57
1993.0,4.0,18.0,1993.2945,359.74,5.0,359.87,345.72,76.9
1993.0,4.0,25.0,1993.3137,359.87,7.0,359.16,346.01,76.86
