year,month,day,decimal,average,ndays,1_year_ago,10_years_ago,increase_since_1800
1993.0,5.0,2.0,1993.3329,359.59,7.0,359.94,345.78,76.46
1993.0,5.0,9.0,1993.3521,360.23,7.0,359.3,346.07,77.04
1993.0,5.0,16.0,1993.3712,360.66,6.0,358.9,346.46,77.46
1993.0,5.0,23.0,1993.3904,360.87,7.0,360.49,346.1,77.74
1993.0,5.0,30.0,1993.4096,360.11,7.0,360.59,346.06,77.12
1993.0,6.0,6.0,1993.4288,359.89,7.0,360.12,346.17,77.14
1993.0,6.0,13.0,1993.4479,359.77,6.0,358.98,345.69,77.31
1993.0,6.0,20.0,1993.4671,359.3,6.0,358.79,345.53,77.19
1993.0,6.0,27.0,1993.4863,358.81,7.0,358.81,345.08,77.12
1993.0,7.0,4.0,1993.5055,357.84,7.0,357.97,345.19,76.61
1993.0,7.0,11.0,1993.5247,357.84,4.0,357.23,344.12,77.1
1993.0,7.0,18.0,1993.5438,357.22,5.0,356.38,344.28,76.99
1993.0,7.0,25.0,1993.563,356.65,6.0,356.08,343.33,76.95
1993.0,8.0,1.0,1993.5822,356.55,7.0,355.01,343.23,77.39
1993.0,8.0,8.0,1993.6014,355.89,6.0,355.82,341.59,77.24
1993.0,8.0,15.0,1993.6205,355.52,5.0,355.47,342.58,77.37
1993.0,8.0,22.0,1993.6397,354.94,6.0,354.57,342.08,77.25
1993.0,8.0,29.0,1993.6589,354.91,5.0,352.85,340.49,77.63
1993.0,9.0,5.0,1993.6781,354.29,5.0,354.03,340.37,77.37
1993.0,9.0,12.0,1993.6973,353.95,5.0,353.31,340.18,77.29
1993.0,9.0,19.0,1993.7164,354.1,7.0,352.35,340.59,77.63
1993.0,9.0,26.0,1993.7356,354.27,5.0,352.74,340.34,77.89
1993.0,10.0,3.0,1993.7548,354.17,5.0,353.4,340.19,77.77
1993.0,10.0,10.0,1993.774,353.99,7.0,353.67,340.39,77.49
1993.0,10.0,17.0,1993.7932,354.46,7.0,353.18,340.99,77.77
1993.0,10.0,24.0,1993.8123,354.45,7.0,353.38,340.85,77.51
1993.0,10.0,31.0,1993.8315,354.74,7.0,354.21,341.23,77.5
1993.0,11.0,7.0,1993.8507,355.12,7.0,354.05,341.64,77.55
1993.0,11.0,14.0,1993.8699,355.73,6.0,354.19,341.71,77.82
1993.0,11.0,21.0,1993.889,356.1,7.0,354.78,342.1,77.85
1993.0,11.0,28.0,1993.9082,356.25,7.0,354.93,342.49,77.69
1993.0,12.0,5.0,1993.9274,356.64,7.0,355.29,342.79,77.78
1993.0,12.0,12.0,1993.9466,356.72,5.0,355.6,343.02,77.61
1993.0,12.0,19.0,1993.9658,357.64,7.0,356.02,343.55,78.29
1993.0,12.0,26.0,1993.9849,357.59,7.0,356.33,343.83,78.04
1994.0,1.0,2.0,1994.0041,358.23,7.0,357.03,344.29,78.41
1994.0,1.0,9.0,1994.0233,358.24,7.0,357.26,343.82,78.24
1994.0,1.0,16.0,1994.0425,358.52,7.0,356.98,344.2,78.36
1994.0,1.0,23.0,1994.0616,358.36,5.0,356.92,344.54,78.03
1994.0,1.0,30.0,1994.0808,358.39,4.0,357.58,344.8,77.9
1994.0,2.0,6.0,1994.1,359.04,5.0,357.03,344.99,78.37
1994.0,2.0,13.0,1994.1192,358.76,7.0,357.29,344.72,77.92
1994.0,2.0,20.0,1994.1384,359.52,7.0,357.79,345.1,78.48
1994.0,2.0,27.0,1994.1575,359.0,7.0,358.63,345.2,77.75
1994.0,3.0,6.0,1994.1767,359.46,7.0,358.34,345.36,77.99
1994.0,3.0,13.0,1994.1959,360.59,6.0,358.83,345.59,78.87
1994.0,3.0,20.0,1994.2151,360.73,6.0,358.02,345.95,78.77
1994.0,3.0,27.0,1994.2342,360.94,7.0,359.17,,78.72
1994.0,4.0,3.0,1994.2534,361.22,5.0,359.12,,78.75
1994.0,4.0,10.0,1994.2726,361.14,7.0,359.13,,78.44
1994.0,4.0,17.0,1994.2918,361.43,7.0,359.49,,78.52
1994.0,4.0,24.0,1994.311,361.95,7.0,359.92,347.44,78.88
1994.0,5.0,1.0,1994.3301,362.12,7.0,359.56,347.83,78.93
1994.0,5.0,8.0,1994.3493,361.51,7.0,360.05,347.45,78.28
1994.0,5.0,15.0,1994.3685,361.83,7.0,360.69,348.11,78.61
1994.0,5.0,22.0,1994.3877,361.64,6.0,360.87,347.52,78.5
1994.0,5.0,29.0,1994.4068,361.54,7.0,360.28,347.48,78.55
1994.0,6.0,5.0,1994.426,361.02,7.0,359.8,347.41,78.26
1994.0,6.0,12.0,1994.4452,361.03,6.0,359.94,347.52,78.55
1994.0,6.0,19.0,1994.4644,360.95,5.0,359.27,347.06,78.81
1994.0,6.0,26.0,1994.4836,360.16,7.0,359.06,346.59,78.41
1994.0,7.0,3.0,1994.5027,360.09,7.0,357.66,346.41,78.78
1994.0,7.0,10.0,1994.5219,359.77,7.0,358.45,346.34,78.94
1994.0,7.0,17.0,1994.5411,359.34,7.0,357.25,345.61,79.02
1994.0,7.0,24.0,1994.5603,358.96,7.0,356.72,345.03,79.16
1994.0,7.0,31.0,1994.5795,358.6,7.0,356.36,344.81,79.34
1994.0,8.0,7.0,1994.5986,358.0,4.0,356.06,344.65,79.28
1994.0,8.0,14.0,1994.6178,357.82,6.0,355.49,344.33,79.62
1994.0,8.0,21.0,1994.637,356.99,5.0,355.07,342.9,79.28
1994.0,8.0,28.0,1994.6562,356.32,6.0,354.98,342.31,79.04
1994.0,9.0,4.0,1994.6753,356.61,5.0,354.29,341.0,79.71
1994.0,9.0,11.0,1994.6945,355.39,6.0,353.95,342.14,78.78
1994.0,9.0,18.0,1994.7137,355.81,5.0,354.02,341.88,79.39
1994.0,9.0,25.0,1994.7329,355.48,6.0,354.32,341.39,79.16
1994.0,10.0,2.0,1994.7521,355.83,7.0,354.19,341.63,79.52
1994.0,10.0,9.0,1994.7712,355.99,7.0,353.97,341.59,79.58
1994.0,10.0,16.0,1994.7904,356.27,7.0,354.39,342.19,79.67
1994.0,10.0,23.0,1994.8096,356.69,6.0,354.55,342.19,79.84
1994.0,10.0,30.0,1994.8288,356.81,5.0,354.6,342.33,79.66
1994.0,11.0,6.0,1994.8479,357.1,5.0,355.1,343.09,79.6
1994.0,11.0,13.0,1994.8671,358.27,7.0,355.63,343.28,80.42
1994.0,11.0,20.0,1994.8863,357.77,7.0,356.07,343.83,79.57
1994.0,11.0,27.0,1994.9055,358.19,7.0,356.19,343.24,79.65
1994.0,12.0,4.0,1994.9247,358.86,7.0,356.61,344.24,80.02
1994.0,12.0,11.0,1994.9438,359.5,7.0,356.61,344.85,80.37
1994.0,12.0,18.0,1994.963,358.94,6.0,357.55,345.09,79.57
1994.0,12.0,25.0,1994.9822,359.47,5.0,357.62,345.83,79.87
1995.0,1.0,1.0,1995.0014,359.82,7.0,358.15,345.54,80.0
1995.0,1.0,8.0,1995.0205,359.66,6.0,358.24,345.65,79.67
1995.0,1.0,15.0,1995.0397,360.49,7.0,358.5,345.42,80.34
1995.0,1.0,22.0,1995.0589,360.15,7.0,358.36,345.3,79.84
1995.0,1.0,29.0,1995.0781,360.27,7.0,358.47,345.95,79.82
1995.0,2.0,5.0,1995.0973,360.88,7.0,358.96,345.88,80.27
1995.0,2.0,12.0,1995.1164,361.18,7.0,358.7,346.24,80.41
1995.0,2.0,19.0,1995.1356,361.16,7.0,359.55,346.8,80.21
1995.0,2.0,26.0,1995.1548,361.82,7.0,359.09,346.95,80.67
1995.0,3.0,5.0,1995.174,361.92,7.0,358.98,347.6,80.56
1995.0,3.0,12.0,1995.1932,361.25,7.0,360.79,347.93,79.65
1995.0,3.0,19.0,1995.2123,361.91,6.0,360.67,348.1,80.06
1995.0,3.0,26.0,1995.2315,362.99,6.0,360.98,348.32,80.89
1995.0,4.0,2.0,1995.2507,363.9,7.0,361.08,348.55,81.55
1995.0,4.0,9.0,1995.2699,362.96,7.0,361.21,348.15,80.37
1995.0,4.0,16.0,1995.289,363.16,7.0,361.38,348.41,80.37
1995.0,4.0,23.0,1995.3082,363.63,7.0,361.72,349.13,80.67
1995.0,4.0,30.0,1995.3274,362.96,5.0,362.3,349.38,79.88
1995.0,5.0,7.0,1995.3466,364.0,6.0,361.54,349.29,80.86
1995.0,5.0,14.0,1995.3658,364.55,7.0,361.78,349.43,81.42
1995.0,5.0,21.0,1995.3849,363.82,7.0,361.59,348.94,80.75
1995.0,5.0,28.0,1995.4041,363.83,6.0,361.71,349.17,80.89
1995.0,6.0,4.0,1995.4233,363.93,7.0,361.01,349.09,81.18
1995.0,6.0,11.0,1995.4425,363.19,7.0,361.02,349.0,80.69
1995.0,6.0,18.0,1995.4616,363.05,6.0,361.0,348.34,80.86
1995.0,6.0,25.0,1995.4808,362.57,6.0,360.36,348.13,80.75
1995.0,7.0,2.0,1995.5,362.44,4.0,359.98,347.42,81.02
1995.0,7.0,9.0,1995.5192,362.24,7.0,359.85,347.32,81.26
1995.0,7.0,16.0,1995.5384,361.57,7.0,359.36,346.98,81.08
1995.0,7.0,23.0,1995.5575,361.12,7.0,359.05,346.54,81.15
1995.0,7.0,30.0,1995.5767,360.28,6.0,358.73,345.7,80.83
1995.0,8.0,6.0,1995.5959,359.9,6.0,357.99,345.51,80.99
1995.0,8.0,13.0,1995.6151,358.89,4.0,357.89,344.35,80.51
1995.0,8.0,20.0,1995.6342,358.79,6.0,357.12,344.79,80.91
1995.0,8.0,27.0,1995.6534,358.26,6.0,356.41,344.72,80.84
1995.0,9.0,3.0,1995.6726,358.46,4.0,356.51,344.47,81.43
1995.0,9.0,10.0,1995.6918,358.72,6.0,355.6,343.8,82.01
1995.0,9.0,17.0,1995.711,358.91,5.0,355.81,343.34,82.42
1995.0,9.0,24.0,1995.7301,357.76,7.0,355.41,342.42,81.38
1995.0,10.0,1.0,1995.7493,357.95,6.0,355.81,342.61,81.6
1995.0,10.0,8.0,1995.7685,357.87,7.0,355.98,343.04,81.44
1995.0,10.0,15.0,1995.7877,358.14,7.0,356.12,343.24,81.54
1995.0,10.0,22.0,1995.8068,358.37,7.0,356.75,343.77,81.53
1995.0,10.0,29.0,1995.826,358.99,6.0,356.75,344.0,81.86
1995.0,11.0,5.0,1995.8452,359.23,5.0,357.09,344.0,81.77
1995.0,11.0,12.0,1995.8644,359.71,5.0,358.37,344.59,81.9
1995.0,11.0,19.0,1995.8836,359.94,7.0,357.76,345.17,81.78
1995.0,11.0,26.0,1995.9027,359.97,6.0,358.14,345.58,81.47
1995.0,12.0,3.0,1995.9219,360.36,7.0,358.63,345.64,81.54
1995.0,12.0,10.0,1995.9411,360.69,7.0,359.5,346.23,81.59
1995.0,12.0,17.0,1995.9603,360.77,7.0,359.08,345.87,81.41
1995.0,12.0,24.0,1995.9795,361.54,7.0,359.3,346.39,81.95
1995.0,12.0,31.0,1995.9986,361.98,7.0,359.85,347.07,82.13
1996.0,1.0,7.0,1996.0178,362.33,7.0,359.58,346.76,82.28
1996.0,1.0,14.0,1996.0369,362.04,7.0,360.47,346.69,81.81
1996.0,1.0,21.0,1996.056,362.33,5.0,360.15,346.99,81.95
1996.0,1.0,28.0,1996.0751,362.54,7.0,360.24,346.7,82.02
1996.0,2.0,4.0,1996.0943,363.04,6.0,360.58,347.26,82.38
1996.0,2.0,11.0,1996.1134,363.15,7.0,361.35,347.52,82.35
1996.0,2.0,18.0,1996.1325,363.69,7.0,361.02,347.64,82.73
1996.0,2.0,25.0,1996.1516,364.06,7.0,361.76,347.68,82.9
1996.0,3.0,3.0,1996.1708,364.1,7.0,362.04,347.21,82.74
1996.0,3.0,10.0,1996.1899,363.82,7.0,361.32,,82.22
1996.0,3.0,17.0,1996.209,364.58,5.0,361.71,348.58,82.72
1996.0,3.0,24.0,1996.2281,364.61,7.0,362.75,349.3,82.49
1996.0,3.0,31.0,1996.2473,364.38,5.0,363.89,349.31,82.0
1996.0,4.0,7.0,1996.2664,364.73,7.0,362.98,349.67,82.12
1996.0,4.0,14.0,1996.2855,364.83,7.0,363.33,349.77,82.02
1996.0,4.0,21.0,1996.3046,364.65,7.0,363.41,350.26,81.69
1996.0,4.0,28.0,1996.3238,365.15,7.0,363.34,350.77,82.1
1996.0,5.0,5.0,1996.3429,364.82,7.0,363.6,350.49,81.75
1996.0,5.0,12.0,1996.362,365.6,6.0,364.59,350.71,82.56
1996.0,5.0,19.0,1996.3811,365.4,7.0,363.96,350.62,82.45
1996.0,5.0,26.0,1996.4003,365.17,7.0,363.72,350.23,82.36
1996.0,6.0,2.0,1996.4194,365.1,7.0,363.95,350.35,82.47
1996.0,6.0,9.0,1996.4385,365.42,7.0,363.3,350.2,83.01
1996.0,6.0,16.0,1996.4577,365.21,7.0,363.04,349.94,83.06
1996.0,6.0,23.0,1996.4768,364.64,7.0,362.56,349.6,82.8
1996.0,6.0,30.0,1996.4959,364.56,7.0,362.56,349.09,83.06
1996.0,7.0,7.0,1996.515,363.95,7.0,362.25,348.44,82.86
1996.0,7.0,14.0,1996.5342,363.64,7.0,361.78,347.87,83.0
1996.0,7.0,21.0,1996.5533,363.26,7.0,361.19,347.95,83.11
1996.0,7.0,28.0,1996.5724,362.25,7.0,360.2,347.82,82.64
1996.0,8.0,4.0,1996.5915,362.16,7.0,360.0,346.69,83.1
1996.0,8.0,11.0,1996.6107,361.92,5.0,359.15,346.2,83.43
1996.0,8.0,18.0,1996.6298,361.15,7.0,358.53,345.79,83.2
1996.0,8.0,25.0,1996.6489,361.0,6.0,358.7,345.74,83.56
1996.0,9.0,1.0,1996.668,360.23,6.0,358.07,345.33,83.21
1996.0,9.0,8.0,1996.6872,360.08,7.0,358.65,345.94,83.4
1996.0,9.0,15.0,1996.7063,359.15,6.0,358.95,345.87,82.7
1996.0,9.0,22.0,1996.7254,359.37,6.0,357.87,344.89,83.04
1996.0,9.0,29.0,1996.7445,359.43,3.0,357.99,344.91,83.12
1996.0,10.0,6.0,1996.7637,359.58,7.0,357.91,344.5,83.19
1996.0,10.0,13.0,1996.7828,359.9,7.0,358.0,344.66,83.33
1996.0,10.0,20.0,1996.8019,359.66,7.0,358.36,344.85,82.86
1996.0,10.0,27.0,1996.821,360.13,7.0,358.87,345.59,83.04
1996.0,11.0,3.0,1996.8402,360.42,6.0,359.2,345.81,83.01
1996.0,11.0,10.0,1996.8593,361.0,7.0,359.66,346.21,83.27
1996.0,11.0,17.0,1996.8784,361.52,7.0,359.93,346.26,83.45
1996.0,11.0,24.0,1996.8975,361.4,7.0,359.92,346.7,82.99
1996.0,12.0,1.0,1996.9167,361.78,5.0,360.3,347.46,83.06
1996.0,12.0,8.0,1996.9358,362.38,7.0,360.51,347.25,83.36
1996.0,12.0,15.0,1996.9549,362.63,7.0,360.9,347.42,83.33
1996.0,12.0,22.0,1996.974,362.47,7.0,361.39,347.51,82.91
1996.0,12.0,29.0,1996.9932,362.92,7.0,362.01,347.89,83.1
1997.0,1.0,5.0,1997.0123,363.11,7.0,362.23,348.59,83.11
1997.0,1.0,12.0,1997.0315,363.12,7.0,362.1,348.93,82.95
1997.0,1.0,19.0,1997.0507,363.65,7.0,362.26,348.8,83.34
1997.0,1.0,26.0,1997.0699,363.34,7.0,362.52,348.82,82.89
1997.0,2.0,2.0,1997.089,363.69,7.0,362.96,348.62,83.11
1997.0,2.0,9.0,1997.1082,364.43,7.0,363.12,348.5,83.72
1997.0,2.0,16.0,1997.1274,363.78,7.0,363.51,349.13,82.92
1997.0,2.0,23.0,1997.1466,364.96,7.0,363.98,349.78,83.91
1997.0,3.0,2.0,1997.1658,364.01,7.0,364.31,349.21,82.75
1997.0,3.0,9.0,1997.1849,364.3,7.0,363.58,349.41,82.8
1997.0,3.0,16.0,1997.2041,364.77,7.0,364.56,350.11,83.01
1997.0,3.0,23.0,1997.2233,365.33,7.0,364.61,350.54,83.3
1997.0,3.0,30.0,1997.2425,365.88,6.0,364.52,351.29,83.58
1997.0,4.0,6.0,1997.2616,366.1,3.0,364.71,350.82,83.57
1997.0,4.0,13.0,1997.2808,366.63,7.0,364.83,351.32,83.91
1997.0,4.0,20.0,1997.3,366.84,3.0,364.62,351.72,83.97
1997.0,4.0,27.0,1997.3192,366.75,7.0,365.16,351.74,83.79
1997.0,5.0,4.0,1997.3384,366.6,7.0,364.69,352.45,83.62
1997.0,5.0,11.0,1997.3575,366.96,7.0,365.63,352.11,84.02
1997.0,5.0,18.0,1997.3767,367.15,7.0,365.46,352.2,84.29
1997.0,5.0,25.0,1997.3959,366.36,5.0,365.27,352.25,83.63
1997.0,6.0,1.0,1997.4151,366.21,5.0,365.05,352.13,83.64
1997.0,6.0,8.0,1997.4342,365.89,6.0,365.44,351.69,83.53
1997.0,6.0,15.0,1997.4534,365.5,7.0,365.24,351.37,83.36
1997.0,6.0,22.0,1997.4726,365.36,7.0,364.64,351.36,83.5
1997.0,6.0,29.0,1997.4918,365.25,7.0,364.58,350.46,83.7
1997.0,7.0,6.0,1997.511,364.93,4.0,364.01,350.83,83.74
1997.0,7.0,13.0,1997.5301,364.62,6.0,363.69,349.66,83.85
1997.0,7.0,20.0,1997.5493,363.76,6.0,363.38,350.19,83.47
1997.0,7.0,27.0,1997.5685,363.73,5.0,362.51,349.78,83.96
1997.0,8.0,3.0,1997.5877,363.33,6.0,361.99,347.1,84.13
1997.0,8.0,10.0,1997.6068,362.78,6.0,362.02,348.86,84.15
1997.0,8.0,17.0,1997.626,361.33,4.0,361.24,348.15,83.25
1997.0,8.0,24.0,1997.6452,361.69,7.0,360.99,347.43,84.13
1997.0,8.0,31.0,1997.6644,361.59,5.0,360.65,347.06,84.47
1997.0,9.0,7.0,1997.6836,360.23,7.0,360.09,346.67,83.46
1997.0,9.0,14.0,1997.7027,360.48,7.0,359.05,346.9,83.95
1997.0,9.0,21.0,1997.7219,360.03,5.0,359.36,345.89,83.63
1997.0,9.0,28.0,1997.7411,360.14,5.0,359.52,346.33,83.77
1997.0,10.0,5.0,1997.7603,360.68,5.0,359.55,346.69,84.23
1997.0,10.0,12.0,1997.7795,360.87,7.0,359.83,346.65,84.25
1997.0,10.0,19.0,1997.7986,361.17,7.0,359.69,347.29,84.32
1997.0,10.0,26.0,1997.8178,361.45,6.0,360.06,346.97,84.31
1997.0,11.0,2.0,1997.837,362.21,7.0,360.33,347.63,84.76
1997.0,11.0,9.0,1997.8562,362.29,7.0,360.96,347.56,84.52
1997.0,11.0,16.0,1997.8753,362.68,7.0,361.49,348.31,84.58
1997.0,11.0,23.0,1997.8945,363.42,7.0,361.34,348.81,85.0
1997.0,11.0,30.0,1997.9137,364.11,7.0,361.76,348.86,85.37
1997.0,12.0,7.0,1997.9329,364.19,7.0,362.4,348.96,85.16
1997.0,12.0,14.0,1997.9521,364.45,6.0,362.59,349.4,85.14
1997.0,12.0,21.0,1997.9712,364.87,7.0,362.46,349.58,85.31
1997.0,12.0,28.0,1997.9904,365.15,7.0,362.88,349.88,85.36
1998.0,1.0,4.0,1998.0096,365.43,7.0,363.07,350.34,85.45
1998.0,1.0,11.0,1998.0288,365.43,7.0,363.01,350.37,85.27
1998.0,1.0,18.0,1998.0479,365.22,6.0,363.73,350.78,84.91
1998.0,1.0,25.0,1998.0671,365.5,7.0,363.29,350.74,85.04
1998.0,2.0,1.0,1998.0863,366.09,7.0,363.59,351.79,85.49
1998.0,2.0,8.0,1998.1055,365.74,7.0,364.43,351.22,85.01
1998.0,2.0,15.0,1998.1247,365.8,7.0,363.78,351.36,84.91
1998.0,2.0,22.0,1998.1438,366.79,7.0,365.03,352.38,85.73
1998.0,3.0,1.0,1998.163,367.24,7.0,363.98,353.18,85.98
1998.0,3.0,8.0,1998.1822,366.79,7.0,364.29,352.2,85.31
1998.0,3.0,15.0,1998.2014,366.96,7.0,364.67,352.09,85.24
1998.0,3.0,22.0,1998.2205,367.9,7.0,365.2,352.06,85.94
1998.0,3.0,29.0,1998.2397,368.95,7.0,365.84,353.2,86.74
1998.0,4.0,5.0,1998.2589,368.47,7.0,366.12,353.36,86.04
1998.0,4.0,12.0,1998.2781,368.61,6.0,366.31,353.31,85.98
1998.0,4.0,19.0,1998.2973,368.48,7.0,367.35,353.78,85.7
1998.0,4.0,26.0,1998.3164,369.69,7.0,366.8,354.63,86.8
1998.0,5.0,3.0,1998.3356,369.86,7.0,366.6,353.95,86.93
1998.0,5.0,10.0,1998.3548,368.45,7.0,366.81,354.43,85.52
1998.0,5.0,17.0,1998.374,369.72,6.0,367.22,354.39,86.85
1998.0,5.0,24.0,1998.3932,370.08,7.0,366.42,354.75,87.32
1998.0,5.0,31.0,1998.4123,369.74,6.0,366.22,353.95,87.13
1998.0,6.0,7.0,1998.4315,369.27,7.0,366.0,354.39,86.85
1998.0,6.0,14.0,1998.4507,368.94,6.0,365.51,353.86,86.76
1998.0,6.0,21.0,1998.4699,368.91,7.0,365.42,353.43,87.0
1998.0,6.0,28.0,1998.489,368.34,6.0,365.36,353.44,86.76
1998.0,7.0,5.0,1998.5082,368.58,5.0,364.84,352.88,87.37
1998.0,7.0,12.0,1998.5274,367.89,5.0,364.71,353.11,87.11
1998.0,7.0,19.0,1998.5466,368.06,6.0,363.8,352.97,87.75
1998.0,7.0,26.0,1998.5658,367.25,5.0,363.89,351.98,87.46
1998.0,8.0,2.0,1998.5849,367.05,7.0,363.32,350.84,87.81
1998.0,8.0,9.0,1998.6041,366.38,7.0,362.95,350.86,87.69
1998.0,8.0,16.0,1998.6233,365.69,7.0,361.63,350.39,87.54
1998.0,8.0,23.0,1998.6425,365.49,7.0,361.7,349.92,87.84
1998.0,8.0,30.0,1998.6616,364.89,6.0,361.65,349.73,87.68
1998.0,9.0,6.0,1998.6808,364.45,7.0,360.29,348.83,87.61
1998.0,9.0,13.0,1998.7,363.79,6.0,360.58,349.23,87.19
1998.0,9.0,20.0,1998.7192,363.65,7.0,360.02,348.65,87.21
1998.0,9.0,27.0,1998.7384,364.19,6.0,360.03,349.04,87.79
1998.0,10.0,4.0,1998.7575,364.24,7.0,360.65,349.12,87.77
1998.0,10.0,11.0,1998.7767,364.44,7.0,360.68,349.02,87.82
1998.0,10.0,18.0,1998.7959,364.67,6.0,361.27,349.65,87.83
1998.0,10.0,25.0,1998.8151,364.94,7.0,361.42,349.69,87.82
1998.0,11.0,1.0,1998.8342,365.08,7.0,362.04,350.04,87.66
1998.0,11.0,8.0,1998.8534,365.54,5.0,362.35,350.18,87.78
1998.0,11.0,15.0,1998.8726,366.1,3.0,362.55,350.37,88.02
1998.0,11.0,22.0,1998.8918,365.97,6.0,363.26,350.84,87.56
1998.0,11.0,29.0,1998.911,366.74,5.0,364.16,350.83,88.02
1998.0,12.0,6.0,1998.9301,366.97,5.0,364.1,351.12,87.96
1998.0,12.0,13.0,1998.9493,367.32,6.0,364.49,351.85,88.03
1998.0,12.0,20.0,1998.9685,367.44,7.0,364.75,351.64,87.91
1998.0,12.0,27.0,1998.9877,367.79,7.0,365.17,352.41,88.03
1999.0,1.0,3.0,1999.0068,367.97,7.0,365.41,352.82,87.97
1999.0,1.0,10.0,1999.026,368.27,7.0,365.37,353.28,88.11
1999.0,1.0,17.0,1999.0452,367.97,5.0,365.25,353.09,87.67
1999.0,1.0,24.0,1999.0644,369.26,6.0,365.54,352.93,88.82
1999.0,1.0,31.0,1999.0836,369.43,5.0,365.98,353.42,88.86
1999.0,2.0,7.0,1999.1027,369.27,7.0,365.79,353.1,88.57
1999.0,2.0,14.0,1999.1219,368.79,4.0,365.65,353.4,87.93
1999.0,2.0,21.0,1999.1411,369.24,6.0,366.78,353.94,88.23
1999.0,2.0,28.0,1999.1603,368.19,4.0,367.34,353.67,86.99
1999.0,3.0,7.0,1999.1795,369.39,7.0,366.63,353.92,87.98
1999.0,3.0,14.0,1999.1986,370.34,5.0,367.06,353.69,88.7
1999.0,3.0,21.0,1999.2178,370.73,5.0,367.68,354.47,88.86
1999.0,3.0,28.0,1999.237,370.83,7.0,368.64,354.81,88.72
1999.0,4.0,4.0,1999.2562,371.89,6.0,368.58,354.94,89.57
1999.0,4.0,11.0,1999.2753,371.67,7.0,368.81,355.52,89.15
1999.0,4.0,18.0,1999.2945,370.45,7.0,368.35,356.27,87.77
1999.0,4.0,25.0,1999.3137,370.77,6.0,369.57,356.4,87.97
1999.0,5.0,2.0,1999.3329,371.69,6.0,369.99,355.66,88.83
1999.0,5.0,9.0,1999.3521,371.24,7.0,368.37,355.84,88.37
1999.0,5.0,16.0,1999.3712,370.74,5.0,369.63,356.14,87.92
1999.0,5.0,23.0,1999.3904,370.88,6.0,370.05,356.11,88.15
1999.0,5.0,30.0,1999.4096,370.88,7.0,369.8,356.17,88.28
1999.0,6.0,6.0,1999.4288,370.55,6.0,369.29,355.51,88.13
1999.0,6.0,13.0,1999.4479,370.58,7.0,369.08,355.41,88.38
1999.0,6.0,20.0,1999.4671,370.05,5.0,368.91,355.13,88.11
1999.0,6.0,27.0,1999.4863,369.94,4.0,368.38,354.92,88.31
1999.0,7.0,4.0,1999.5055,370.21,6.0,368.36,354.96,88.95
1999.0,7.0,11.0,1999.5247,370.29,7.0,368.21,354.28,89.43
1999.0,7.0,18.0,1999.5438,369.25,7.0,368.13,353.56,88.85
1999.0,7.0,25.0,1999.563,368.43,6.0,367.26,353.38,88.54
1999.0,8.0,1.0,1999.5822,367.85,5.0,367.15,353.09,88.5
1999.0,8.0,8.0,1999.6014,367.51,6.0,366.42,352.53,88.71
1999.0,8.0,15.0,1999.6205,366.75,7.0,365.77,351.82,88.5
1999.0,8.0,22.0,1999.6397,366.42,5.0,365.61,350.76,88.68
1999.0,8.0,29.0,1999.6589,365.32,6.0,364.88,350.91,88.04
1999.0,9.0,5.0,1999.6781,364.48,6.0,364.7,350.72,87.57
1999.0,9.0,12.0,1999.6973,365.31,6.0,363.73,349.52,88.68
1999.0,9.0,19.0,1999.7164,365.2,7.0,363.6,349.62,88.74
1999.0,9.0,26.0,1999.7356,364.82,7.0,364.04,350.17,88.42
1999.0,10.0,3.0,1999.7548,365.3,7.0,364.26,350.41,88.85
1999.0,10.0,10.0,1999.774,365.34,7.0,364.43,350.02,88.75
1999.0,10.0,17.0,1999.7932,365.75,7.0,364.65,350.39,88.94
1999.0,10.0,24.0,1999.8123,365.8,7.0,364.94,350.76,88.71
1999.0,10.0,31.0,1999.8315,366.13,7.0,365.02,350.63,88.72
1999.0,11.0,7.0,1999.8507,366.8,7.0,365.49,351.39,89.05
1999.0,11.0,14.0,1999.8699,366.91,5.0,366.0,351.79,88.81
1999.0,11.0,21.0,1999.889,367.24,7.0,366.0,351.84,88.8
1999.0,11.0,28.0,1999.9082,367.6,5.0,366.65,352.2,88.84
1999.0,12.0,5.0,1999.9274,368.03,7.0,366.97,352.5,88.98
1999.0,12.0,12.0,1999.9466,368.05,6.0,367.2,353.19,88.72
1999.0,12.0,19.0,1999.9658,368.43,6.0,367.48,352.85,88.86
1999.0,12.0,26.0,1999.9849,368.89,6.0,367.71,353.03,89.11
2000.0,1.0,2.0,2000.0041,368.89,7.0,367.99,353.64,88.9
2000.0,1.0,9.0,2000.0232,369.03,7.0,368.23,353.63,88.88
2000.0,1.0,16.0,2000.0423,370.19,4.0,367.97,354.06,89.91
2000.0,1.0,23.0,2000.0615,370.24,5.0,369.1,353.88,89.85
2000.0,1.0,30.0,2000.0806,369.41,5.0,369.55,354.42,88.91
2000.0,2.0,6.0,2000.0997,369.77,3.0,369.19,355.15,89.15
2000.0,2.0,13.0,2000.1189,370.14,4.0,369.03,355.21,89.4
2000.0,2.0,20.0,2000.138,369.52,6.0,369.14,355.25,88.63
2000.0,2.0,27.0,2000.1571,370.27,7.0,368.19,355.39,89.21
2000.0,3.0,5.0,2000.1762,370.24,7.0,369.06,355.47,88.97
2000.0,3.0,12.0,2000.1954,370.8,7.0,370.36,355.91,89.31
